endTime,endDate,artistName,trackName,msPlayed,secsPlayed,minsPlayed
6/13/2022 15:23,6/13/2022,The 1975,The Birthday Party,285833,285.83,4.76
6/13/2022 15:27,6/13/2022,The 1975,Tonight (I Wish I Was Your Boy),247265,247.27,4.12
6/13/2022 15:36,6/13/2022,The 1975,I Always Wanna Die (Sometimes),314662,314.66,5.24
6/13/2022 15:43,6/13/2022,The 1975,I Couldn't Be More In Love,231991,231.99,3.87
6/13/2022 15:46,6/13/2022,The 1975,Chocolate,129071,129.07,2.15
6/13/2022 15:48,6/13/2022,The 1975,Menswear,153030,153.03,2.55
6/13/2022 22:30,6/13/2022,The 1975,Menswear,53702,53.7,0.9
6/13/2022 22:31,6/13/2022,The 1975,Me,1727,1.73,0.03
6/13/2022 22:31,6/13/2022,The 1975,Milk,5760,5.76,0.1
6/13/2022 22:31,6/13/2022,The 1975,The Sound,24374,24.37,0.41
6/13/2022 22:32,6/13/2022,The 1975,Playing On My Mind,58176,58.18,0.97
6/13/2022 22:35,6/13/2022,Paramore,We Are Broken,7930,7.93,0.13
6/13/2022 22:35,6/13/2022,Paramore,Misery Business - Acoustic Version,194114,194.11,3.24
6/13/2022 22:38,6/13/2022,Paramore,crushcrushcrush,189120,189.12,3.15
6/13/2022 22:38,6/13/2022,Paramore,Misery Business - Acoustic Version,2005,2.01,0.03
6/13/2022 22:38,6/13/2022,Paramore,That's What You Get,405,0.41,0.01
6/13/2022 22:42,6/13/2022,Paramore,"For a Pessimist, I'm Pretty Optimistic",228293,228.29,3.8
6/13/2022 22:46,6/13/2022,Paramore,crushcrushcrush,3968,3.97,0.07
6/13/2022 22:46,6/13/2022,Paramore,We Are Broken,5864,5.86,0.1
6/13/2022 22:46,6/13/2022,Paramore,Born for This,238626,238.63,3.98
6/13/2022 23:44,6/13/2022,Paramore,Miracle,179520,179.52,2.99
6/13/2022 23:49,6/13/2022,"Slaughter Beach, Dog",Acolyte,316468,316.47,5.27
6/13/2022 23:55,6/13/2022,"Slaughter Beach, Dog",Map of the Stars,229718,229.72,3.83
6/13/2022 23:58,6/13/2022,"Slaughter Beach, Dog",Forever,149887,149.89,2.5
6/13/2022 23:59,6/13/2022,"Slaughter Beach, Dog",Petersburg,75823,75.82,1.26
6/14/2022 0:02,6/14/2022,"Slaughter Beach, Dog",104 Degrees - Audiotree Live Version,161173,161.17,2.69
6/14/2022 0:05,6/14/2022,"Slaughter Beach, Dog",Fair Shot,3837,3.84,0.06
6/14/2022 0:05,6/14/2022,"Slaughter Beach, Dog",Mallrat Semi-Annual,184917,184.92,3.08
6/14/2022 0:09,6/14/2022,"Slaughter Beach, Dog",Notes From a Brief Engagement (at the Boot & Saddle),1587,1.59,0.03
6/14/2022 1:26,6/14/2022,"Slaughter Beach, Dog",Building the Ark - Audiotree Live Version,253813,253.81,4.23
6/14/2022 10:28,6/14/2022,Taylor Swift,exile (feat. Bon Iver),29580,29.58,0.49
6/14/2022 10:29,6/14/2022,Bon Iver,Beach Baby,3070,3.07,0.05
6/14/2022 10:29,6/14/2022,Taylor Swift,exile (feat. Bon Iver),3580,3.58,0.06
6/14/2022 10:33,6/14/2022,Taylor Swift,exile (feat. Bon Iver),285634,285.63,4.76
6/14/2022 10:38,6/14/2022,Bon Iver,Rosyln,289560,289.56,4.83
6/14/2022 10:42,6/14/2022,Bon Iver,Beach Baby,9020,9.02,0.15
6/14/2022 10:42,6/14/2022,Bon Iver,Skinny Love,238520,238.52,3.98
6/14/2022 10:42,6/14/2022,Kanye West,Monster,7177,7.18,0.12
6/14/2022 10:47,6/14/2022,Taylor Swift,evermore (feat. Bon Iver),304106,304.11,5.07
6/14/2022 10:53,6/14/2022,Kanye West,Lost In The World,4221,4.22,0.07
6/14/2022 10:53,6/14/2022,Bon Iver,Holocene,336613,336.61,5.61
6/14/2022 10:58,6/14/2022,Bon Iver,Blood Bank,285160,285.16,4.75
6/14/2022 11:03,6/14/2022,Bon Iver,Wash.,298586,298.59,4.98
6/14/2022 11:10,6/14/2022,Bon Iver,Re: Stacks,401413,401.41,6.69
6/14/2022 11:38,6/14/2022,Bon Iver,"Hey, Ma",311339,311.34,5.19
6/14/2022 11:42,6/14/2022,Bon Iver,29 #Strafford APTS,245200,245.2,4.09
6/14/2022 11:46,6/14/2022,Bon Iver,Perth,262080,262.08,4.37
6/14/2022 11:50,6/14/2022,Bon Iver,Flume,219000,219,3.65
6/14/2022 11:53,6/14/2022,Bon Iver,Towers,188040,188.04,3.13
6/14/2022 11:56,6/14/2022,Bon Iver,33 “GOD”,213000,213,3.55
6/14/2022 12:01,6/14/2022,Bon Iver,Michicant,225733,225.73,3.76
6/14/2022 12:02,6/14/2022,Bon Iver,For Emma,55480,55.48,0.92
6/14/2022 12:06,6/14/2022,James Blake,I Need A Forest Fire,257219,257.22,4.29
6/14/2022 12:11,6/14/2022,Bon Iver,8 (circle),309013,309.01,5.15
6/14/2022 12:13,6/14/2022,Bon Iver,"Minnesota, WI",94754,94.75,1.58
6/14/2022 15:39,6/14/2022,Rainbow Kitten Surprise,It's Called: Freefall,580,0.58,0.01
6/14/2022 15:39,6/14/2022,Rainbow Kitten Surprise,Devil Like Me,380,0.38,0.01
6/14/2022 15:56,6/14/2022,Rainbow Kitten Surprise,Work Out,550166,550.17,9.17
6/14/2022 16:09,6/14/2022,Rainbow Kitten Surprise,Painkillers,635257,635.26,10.59
6/14/2022 16:13,6/14/2022,Rainbow Kitten Surprise,Heart,219696,219.7,3.66
6/14/2022 16:16,6/14/2022,Rainbow Kitten Surprise,Lady Lie,215426,215.43,3.59
6/14/2022 16:21,6/14/2022,Rainbow Kitten Surprise,When It Lands,269053,269.05,4.48
6/14/2022 16:23,6/14/2022,Rainbow Kitten Surprise,Our Song,116219,116.22,1.94
6/14/2022 16:25,6/14/2022,Rainbow Kitten Surprise,All That and More (Sailboat),171025,171.03,2.85
6/14/2022 16:29,6/14/2022,Rainbow Kitten Surprise,All's Well That Ends,206626,206.63,3.44
6/14/2022 16:32,6/14/2022,Rainbow Kitten Surprise,Hide,192013,192.01,3.2
6/14/2022 17:29,6/14/2022,Rainbow Kitten Surprise,No Vacancy,29051,29.05,0.48
6/14/2022 17:33,6/14/2022,Rainbow Kitten Surprise,Seven,225413,225.41,3.76
6/14/2022 17:37,6/14/2022,Rainbow Kitten Surprise,Goodnight Chicago,231906,231.91,3.87
6/14/2022 17:39,6/14/2022,Rainbow Kitten Surprise,Mission to Mars,154213,154.21,2.57
6/14/2022 17:42,6/14/2022,Rainbow Kitten Surprise,Mr. Redundant,133609,133.61,2.23
6/14/2022 18:40,6/14/2022,Rainbow Kitten Surprise,Mr. Redundant,19477,19.48,0.32
6/14/2022 18:40,6/14/2022,All Time Low,Monsters (feat. blackbear),4287,4.29,0.07
6/14/2022 18:43,6/14/2022,All Time Low,Sleeping In,180599,180.6,3.01
6/14/2022 18:44,6/14/2022,All Time Low,Stay Awake (Dreams Only Last For A Night),3178,3.18,0.05
6/14/2022 18:44,6/14/2022,All Time Low,Getaway Green,57651,57.65,0.96
6/14/2022 18:44,6/14/2022,All Time Low,"Dear Maria, Count Me In",1237,1.24,0.02
6/14/2022 18:44,6/14/2022,All Time Low,Holly (Would You Turn Me On?),341,0.34,0.01
6/14/2022 18:44,6/14/2022,All Time Low,Holly (Would You Turn Me On?),1045,1.05,0.02
6/14/2022 18:47,6/14/2022,All Time Low,Vegas,169680,169.68,2.83
6/14/2022 18:50,6/14/2022,All Time Low,This Is How We Do,149613,149.61,2.49
6/14/2022 18:53,6/14/2022,All Time Low,Six Feet Under The Stars,216546,216.55,3.61
6/14/2022 18:56,6/14/2022,All Time Low,Let It Roll,180440,180.44,3.01
6/14/2022 18:59,6/14/2022,All Time Low,"Dear Maria, Count Me In",182826,182.83,3.05
6/14/2022 19:03,6/14/2022,All Time Low,Holly (Would You Turn Me On?),231973,231.97,3.87
6/14/2022 19:04,6/14/2022,All Time Low,Shameless,78000,78,1.3
6/14/2022 19:07,6/14/2022,My Chemical Romance,I'm Not Okay (I Promise),186480,186.48,3.11
6/14/2022 19:11,6/14/2022,My Chemical Romance,"Honey, This Mirror Isn't Big Enough for the Two of Us",34381,34.38,0.57
6/14/2022 19:11,6/14/2022,My Chemical Romance,Helena,204733,204.73,3.41
6/14/2022 19:16,6/14/2022,Avenged Sevenfold,Unholy Confessions,283826,283.83,4.73
6/14/2022 19:22,6/14/2022,Avenged Sevenfold,Coming Home,385400,385.4,6.42
6/14/2022 19:28,6/14/2022,Avenged Sevenfold,Chapter Four,342533,342.53,5.71
6/14/2022 20:48,6/14/2022,Avenged Sevenfold,A Little Piece of Heaven,43891,43.89,0.73
6/14/2022 20:52,6/14/2022,Avenged Sevenfold,Roman Sky,25679,25.68,0.43
6/14/2022 20:52,6/14/2022,Avenged Sevenfold,Almost Easy,234093,234.09,3.9
6/14/2022 20:55,6/14/2022,girl in red,we fell in love in october,156437,156.44,2.61
6/14/2022 20:56,6/14/2022,Lily Allen,Alfie,67157,67.16,1.12
6/14/2022 20:59,6/14/2022,Alvvays,"Archie, Marry Me",196560,196.56,3.28
6/14/2022 21:02,6/14/2022,Alvvays,Dreams Tonite,196026,196.03,3.27
6/14/2022 21:06,6/14/2022,Alvvays,Adult Diversion,207640,207.64,3.46
6/14/2022 21:10,6/14/2022,Alvvays,Not My Baby,256413,256.41,4.27
6/14/2022 21:13,6/14/2022,Alvvays,In Undertow,197186,197.19,3.29
6/14/2022 21:16,6/14/2022,Alvvays,Atop a Cake,199573,199.57,3.33
6/14/2022 21:20,6/14/2022,Alvvays,Party Police,227719,227.72,3.8
6/14/2022 21:23,6/14/2022,Alvvays,Saved By A Waif,179487,179.49,2.99
6/14/2022 21:27,6/14/2022,Alvvays,Ones Who Love You,227240,227.24,3.79
6/14/2022 21:29,6/14/2022,Alvvays,Your Type,123546,123.55,2.06
6/14/2022 21:32,6/14/2022,Alvvays,Next of Kin,228453,228.45,3.81
6/14/2022 21:37,6/14/2022,Alvvays,Plimsoll Punks,289586,289.59,4.83
6/14/2022 22:07,6/14/2022,Alvvays,Forget About Life,104874,104.87,1.75
6/14/2022 22:10,6/14/2022,Alvvays,Not My Baby,17919,17.92,0.3
6/14/2022 22:10,6/14/2022,Hazel English,All Dressed Up,174333,174.33,2.91
6/14/2022 22:13,6/14/2022,Hazel English,Nine Stories,173961,173.96,2.9
6/14/2022 22:22,6/14/2022,TUYU,Even tears withered,12868,12.87,0.21
6/14/2022 22:22,6/14/2022,Tame Impala,Breathe Deeper,372866,372.87,6.21
6/14/2022 22:23,6/14/2022,Tash Sultana,Musk,2581,2.58,0.04
6/14/2022 22:23,6/14/2022,Pigeons Playing Ping Pong,Horizon,3306,3.31,0.06
6/14/2022 22:23,6/14/2022,Pasta Sauce,Hangups & Heartaches,54634,54.63,0.91
6/14/2022 22:26,6/14/2022,The Smashing Pumpkins,1979 - Remastered 2012,171903,171.9,2.87
6/14/2022 22:28,6/14/2022,Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,108906,108.91,1.82
6/14/2022 22:30,6/14/2022,The Smiths,This Charming Man - 2011 Remaster,162920,162.92,2.72
6/14/2022 22:36,6/14/2022,The Cure,Just like Heaven,212000,212,3.53
6/14/2022 22:40,6/14/2022,Galaxie 500,Tugboat,236933,236.93,3.95
6/14/2022 22:41,6/14/2022,Cocteau Twins,"Pearly-Dewdrops' Drops - 7"" Version",64212,64.21,1.07
6/14/2022 22:42,6/14/2022,Sonic Youth,Teen Age Riot (Album Version),63360,63.36,1.06
6/15/2022 11:34,6/15/2022,Rainbow Kitten Surprise,Work Out,291776,291.78,4.86
6/15/2022 11:37,6/15/2022,girl in red,watch you sleep.,180225,180.23,3
6/15/2022 11:38,6/15/2022,Harry Styles,Cherry,2250,2.25,0.04
6/15/2022 11:38,6/15/2022,Mom Jeans.,Danger Can't,47530,47.53,0.79
6/15/2022 12:13,6/15/2022,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),502830,502.83,8.38
6/15/2022 12:43,6/15/2022,Bon Iver,Rosyln,1237,1.24,0.02
6/15/2022 12:43,6/15/2022,The Kid LAROI,GO (feat. Juice WRLD),3114,3.11,0.05
6/15/2022 12:43,6/15/2022,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),2773,2.77,0.05
6/15/2022 12:45,6/15/2022,Modern Baseball,Holy Ghost,6830,6.83,0.11
6/15/2022 12:45,6/15/2022,Glocca Morra,"Irrevocable, Motherfucker",141177,141.18,2.35
6/15/2022 12:49,6/15/2022,The Front Bottoms,Legit Tattoo Gun,258093,258.09,4.3
6/15/2022 12:49,6/15/2022,Secondhand Serenade,Maybe,5221,5.22,0.09
6/15/2022 21:16,6/15/2022,Still Woozy,Woof,156000,156,2.6
6/15/2022 21:19,6/15/2022,Still Woozy,Rocky,166000,166,2.77
6/15/2022 21:22,6/15/2022,Still Woozy,That's Life,147653,147.65,2.46
6/15/2022 21:25,6/15/2022,Still Woozy,Woopie,189840,189.84,3.16
6/15/2022 21:27,6/15/2022,Still Woozy,Get By,146813,146.81,2.45
6/15/2022 21:30,6/15/2022,Still Woozy,Before You Were Mine,135946,135.95,2.27
6/15/2022 21:32,6/15/2022,Still Woozy,Drake,167560,167.56,2.79
6/15/2022 21:34,6/15/2022,Still Woozy,Window,73946,73.95,1.23
6/16/2022 10:30,6/16/2022,Phoebe Bridgers,Kyoto,184524,184.52,3.08
6/16/2022 10:33,6/16/2022,Turnover,Take My Head,193911,193.91,3.23
6/16/2022 10:35,6/16/2022,girl in red,4am,110861,110.86,1.85
6/16/2022 10:35,6/16/2022,Joyce Manor,Schley,5130,5.13,0.09
6/16/2022 10:35,6/16/2022,sports.,I Love to Be Chill,12640,12.64,0.21
6/16/2022 10:35,6/16/2022,Phoebe Bridgers,Funeral,9010,9.01,0.15
6/16/2022 10:35,6/16/2022,Clairo,Harbor,4970,4.97,0.08
6/16/2022 10:36,6/16/2022,Taylor Swift,betty,12350,12.35,0.21
6/16/2022 10:36,6/16/2022,Modern Baseball,Coding These To Lukens,2800,2.8,0.05
6/16/2022 10:36,6/16/2022,"Slaughter Beach, Dog",Bed Fest,3640,3.64,0.06
6/16/2022 10:39,6/16/2022,Turnover,New Scream,190270,190.27,3.17
6/16/2022 10:39,6/16/2022,Pinegrove,Orange,15040,15.04,0.25
6/16/2022 10:43,6/16/2022,Bon Iver,Skinny Love,238520,238.52,3.98
6/16/2022 10:46,6/16/2022,girl in red,summer depression,151693,151.69,2.53
6/16/2022 10:49,6/16/2022,The 1975,I Couldn't Be More In Love,231991,231.99,3.87
6/16/2022 10:50,6/16/2022,Dr. Dog,Where'd All the Time Go?,7777,7.78,0.13
6/16/2022 10:52,6/16/2022,Field Medic,henna tattoo,145780,145.78,2.43
6/16/2022 10:55,6/16/2022,Phoebe Bridgers,Motion Sickness,158220,158.22,2.64
6/16/2022 10:57,6/16/2022,Modern Baseball,Pothole,156010,156.01,2.6
6/16/2022 11:00,6/16/2022,girl in red,midnight love,193928,193.93,3.23
6/16/2022 11:10,6/16/2022,Rainbow Kitten Surprise,Work Out,589309,589.31,9.82
6/16/2022 11:14,6/16/2022,Turnover,Hello Euphoria,226137,226.14,3.77
6/16/2022 11:16,6/16/2022,Lizzy McAlpine,Means Something,144631,144.63,2.41
6/16/2022 11:18,6/16/2022,Modern Baseball,Re-Do,131000,131,2.18
6/16/2022 11:21,6/16/2022,The Front Bottoms,The Beers,139077,139.08,2.32
6/16/2022 11:24,6/16/2022,girl in red,i'll die anyway.,192612,192.61,3.21
6/16/2022 11:27,6/16/2022,Phoebe Bridgers,Garden Song,203138,203.14,3.39
6/16/2022 13:18,6/16/2022,bbno$,edamame (feat. Rich Brian),55168,55.17,0.92
6/16/2022 14:54,6/16/2022,bbno$,edamame (feat. Rich Brian),78477,78.48,1.31
6/16/2022 14:55,6/16/2022,Y2K,Lalala,38661,38.66,0.64
6/16/2022 14:57,6/16/2022,The 1975,People,158845,158.85,2.65
6/16/2022 15:00,6/16/2022,The 1975,The End (Music For Cars),150929,150.93,2.52
6/16/2022 15:04,6/16/2022,The 1975,Frail State Of Mind,233501,233.5,3.89
6/16/2022 15:05,6/16/2022,The 1975,Streaming,92895,92.9,1.55
6/16/2022 15:10,6/16/2022,The 1975,The Birthday Party,285833,285.83,4.76
6/16/2022 15:14,6/16/2022,The 1975,Yeah I Know,253050,253.05,4.22
6/16/2022 15:16,6/16/2022,The 1975,Then Because She Goes,127342,127.34,2.12
6/16/2022 15:20,6/16/2022,The 1975,Jesus Christ 2005 God Bless America,204800,204.8,3.41
6/16/2022 15:23,6/16/2022,The 1975,Roadkill,175117,175.12,2.92
6/16/2022 15:26,6/16/2022,The 1975,Me & You Together Song,207223,207.22,3.45
6/16/2022 15:30,6/16/2022,The 1975,I Think There's Something You Should Know,240986,240.99,4.02
6/16/2022 15:34,6/16/2022,The 1975,Nothing Revealed / Everything Denied,218496,218.5,3.64
6/16/2022 15:38,6/16/2022,The 1975,Tonight (I Wish I Was Your Boy),226998,227,3.78
6/16/2022 18:58,6/16/2022,bbno$,edamame (feat. Rich Brian),147215,147.22,2.45
6/16/2022 18:59,6/16/2022,Y2K,Lalala,106504,106.5,1.78
6/16/2022 19:00,6/16/2022,bbno$,piccolo,19306,19.31,0.32
6/16/2022 19:02,6/16/2022,Yung Gravy,oops!,139759,139.76,2.33
6/16/2022 19:04,6/16/2022,Yung Gravy,Betty (Get Money),23829,23.83,0.4
6/16/2022 19:04,6/16/2022,Yung Gravy,Mr. Clean,104760,104.76,1.75
6/16/2022 19:08,6/16/2022,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,215760,215.76,3.6
6/16/2022 19:11,6/16/2022,The Smiths,Half a Person - 2011 Remaster,218440,218.44,3.64
6/16/2022 19:18,6/16/2022,The Smiths,How Soon Is Now? - 2011 Remaster,408173,408.17,6.8
6/16/2022 19:21,6/16/2022,The Smiths,Hand in Glove - 2011 Remaster,202586,202.59,3.38
6/16/2022 19:24,6/16/2022,The Smiths,This Charming Man - 2011 Remaster,162920,162.92,2.72
6/16/2022 19:27,6/16/2022,The Smiths,I Won't Share You - 2011 Remaster,173560,173.56,2.89
6/16/2022 19:29,6/16/2022,The Smiths,Unloveable - 2017 Master,31068,31.07,0.52
6/16/2022 19:29,6/16/2022,The Smiths,"William, It Was Really Nothing - 2011 Remaster",131600,131.6,2.19
6/17/2022 11:21,6/17/2022,The Smiths,Unloveable - 2017 Master,3030,3.03,0.05
6/17/2022 11:24,6/17/2022,Joyce Manor,Souvenir,186210,186.21,3.1
6/17/2022 11:25,6/17/2022,Joyce Manor,NBTSA,72517,72.52,1.21
6/17/2022 11:27,6/17/2022,"Tyler, The Creator",NEW MAGIC WAND,5540,5.54,0.09
6/17/2022 11:27,6/17/2022,"Tyler, The Creator",CORSO,2710,2.71,0.05
6/17/2022 11:27,6/17/2022,Joyce Manor,Reason to Believe,79541,79.54,1.33
6/17/2022 11:27,6/17/2022,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),22790,22.79,0.38
6/17/2022 11:29,6/17/2022,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),88624,88.62,1.48
6/17/2022 11:31,6/17/2022,"Tyler, The Creator",CORSO,146481,146.48,2.44
6/17/2022 11:33,6/17/2022,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),130980,130.98,2.18
6/17/2022 11:35,6/17/2022,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572,121.57,2.03
6/17/2022 11:38,6/17/2022,"Tyler, The Creator",LUMBERJACK,138312,138.31,2.31
6/17/2022 11:41,6/17/2022,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155292,155.29,2.59
6/17/2022 11:44,6/17/2022,"Tyler, The Creator",MASSA,223718,223.72,3.73
6/17/2022 11:48,6/17/2022,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),229564,229.56,3.83
6/17/2022 11:52,6/17/2022,"Tyler, The Creator",MANIFESTO (feat. Domo Genesis),175122,175.12,2.92
6/17/2022 11:53,6/17/2022,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),85783,85.78,1.43
6/17/2022 13:08,6/17/2022,Clairo,Bags,260520,260.52,4.34
6/17/2022 13:13,6/17/2022,Phoebe Bridgers,Moon Song,277676,277.68,4.63
6/17/2022 13:15,6/17/2022,Haley Heynderickx,No Face,116483,116.48,1.94
6/17/2022 13:19,6/17/2022,Her's,What Once Was,255067,255.07,4.25
6/17/2022 13:23,6/17/2022,Soccer Mommy,Scorpio Rising,282866,282.87,4.71
6/17/2022 13:26,6/17/2022,Sir Chloe,Sedona,183600,183.6,3.06
6/17/2022 13:48,6/17/2022,girl in red,midnight love,193928,193.93,3.23
6/17/2022 13:53,6/17/2022,chloe moriondo,Manta Rays,273358,273.36,4.56
6/17/2022 13:56,6/17/2022,Mitski,Francis Forever,81644,81.64,1.36
6/17/2022 14:03,6/17/2022,Peach Pit,Tommy's Party,361760,361.76,6.03
6/17/2022 14:06,6/17/2022,Lizzy McAlpine,Pancakes for Dinner,235035,235.04,3.92
6/17/2022 14:12,6/17/2022,Delaney Bailey,j's lullaby (darlin' i'd wait for you),290132,290.13,4.84
6/17/2022 14:16,6/17/2022,TV Girl,Lovers Rock,213920,213.92,3.57
6/17/2022 14:19,6/17/2022,beabadoobee,She Plays Bass,207106,207.11,3.45
6/17/2022 14:19,6/17/2022,The Japanese House,i saw you in a dream,13110,13.11,0.22
6/17/2022 15:13,6/17/2022,Barrie,Jenny,159128,159.13,2.65
6/17/2022 15:16,6/17/2022,Angel Olsen,Some things Cosmic,174866,174.87,2.91
6/17/2022 15:20,6/17/2022,Arlo Parks,Cola,229685,229.69,3.83
6/17/2022 15:25,6/17/2022,Lomelda,Columbia River,282000,282,4.7
6/17/2022 15:28,6/17/2022,Phoebe Bridgers,Garden Song,219681,219.68,3.66
6/17/2022 15:30,6/17/2022,The Velvet Underground,I Found a Reason - 2015 Remaster,108879,108.88,1.81
6/17/2022 15:32,6/17/2022,Dora Jar,Multiply,136320,136.32,2.27
6/17/2022 15:33,6/17/2022,Cocteau Twins,"Sea, Swallow Me",60650,60.65,1.01
6/17/2022 15:38,6/17/2022,Courtney Marie Andrews,Near You,1280,1.28,0.02
6/17/2022 15:38,6/17/2022,Blondshell,Olympus,147210,147.21,2.45
6/17/2022 15:51,6/17/2022,Soccer Mommy,yellow is the color of her eyes,435080,435.08,7.25
6/17/2022 15:55,6/17/2022,"Whatever, Dad",Warsh_Tippy and Zelda,254116,254.12,4.24
6/17/2022 15:58,6/17/2022,The Clientele,Reflections After Jane,204386,204.39,3.41
6/17/2022 16:02,6/17/2022,Rebecka Reinhard,Pisces,253840,253.84,4.23
6/17/2022 16:07,6/17/2022,Mazzy Star,Look On Down From The Bridge,272380,272.38,4.54
6/18/2022 0:18,6/18/2022,Mazzy Star,Look On Down From The Bridge,15512,15.51,0.26
6/18/2022 0:18,6/18/2022,illuminati hotties,Declutter,5242,5.24,0.09
6/18/2022 0:20,6/18/2022,Day Wave,Loner,143493,143.49,2.39
6/18/2022 0:22,6/18/2022,Day Wave,Pastlife,151266,151.27,2.52
6/18/2022 0:26,6/18/2022,Day Wave,Where Do You Go,202973,202.97,3.38
6/18/2022 0:29,6/18/2022,Day Wave,Before We Knew,212533,212.53,3.54
6/18/2022 0:40,6/18/2022,Day Wave,Loner,143493,143.49,2.39
6/18/2022 0:42,6/18/2022,Day Wave,Pastlife,151266,151.27,2.52
6/18/2022 0:45,6/18/2022,Day Wave,Where Do You Go,134640,134.64,2.24
6/18/2022 0:45,6/18/2022,"Tyler, The Creator",Glitter,18688,18.69,0.31
6/18/2022 0:51,6/18/2022,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),191317,191.32,3.19
6/18/2022 0:53,6/18/2022,"Tyler, The Creator",Garden Shed (feat. Estelle),10240,10.24,0.17
6/18/2022 0:53,6/18/2022,"Tyler, The Creator",See You Again (feat. Kali Uchis),3989,3.99,0.07
6/18/2022 0:53,6/18/2022,"Tyler, The Creator",Glitter,123328,123.33,2.06
6/18/2022 0:56,6/18/2022,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),192853,192.85,3.21
6/18/2022 0:59,6/18/2022,"Tyler, The Creator",Pothole (feat. Jaden Smith),153237,153.24,2.55
6/18/2022 0:59,6/18/2022,"Tyler, The Creator",Who Dat Boy (feat. A$AP Rocky),4288,4.29,0.07
6/18/2022 1:03,6/18/2022,"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),214583,214.58,3.58
6/18/2022 1:06,6/18/2022,"Tyler, The Creator",Foreword (feat. Rex Orange County),194080,194.08,3.23
6/18/2022 1:07,6/18/2022,"Tyler, The Creator",Sometimes...,36160,36.16,0.6
6/18/2022 1:55,6/18/2022,"Tyler, The Creator","Enjoy Right Now, Today",51765,51.77,0.86
6/18/2022 12:04,6/18/2022,"Tyler, The Creator","Enjoy Right Now, Today",1898,1.9,0.03
6/18/2022 12:05,6/18/2022,"Tyler, The Creator",LUMBERJACK,740,0.74,0.01
6/18/2022 12:05,6/18/2022,"Tyler, The Creator","Enjoy Right Now, Today",7661,7.66,0.13
6/18/2022 12:05,6/18/2022,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),660,0.66,0.01
6/18/2022 12:07,6/18/2022,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),113058,113.06,1.88
6/18/2022 12:09,6/18/2022,"Tyler, The Creator",CORSO,146481,146.48,2.44
6/18/2022 12:11,6/18/2022,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),130980,130.98,2.18
6/18/2022 12:13,6/18/2022,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572,121.57,2.03
6/18/2022 12:16,6/18/2022,"Tyler, The Creator",LUMBERJACK,138312,138.31,2.31
6/18/2022 12:18,6/18/2022,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155292,155.29,2.59
6/18/2022 12:22,6/18/2022,"Tyler, The Creator",MASSA,223718,223.72,3.73
6/18/2022 12:26,6/18/2022,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),229564,229.56,3.83
6/18/2022 12:28,6/18/2022,"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),146419,146.42,2.44
6/18/2022 12:29,6/18/2022,"Tyler, The Creator",LUMBERJACK,16815,16.82,0.28
6/18/2022 12:38,6/18/2022,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),562851,562.85,9.38
6/18/2022 12:38,6/18/2022,"Tyler, The Creator",MOMMA TALK,1060,1.06,0.02
6/18/2022 12:42,6/18/2022,"Tyler, The Creator",RISE! (feat. DAISY WORLD),203588,203.59,3.39
6/18/2022 12:43,6/18/2022,"Tyler, The Creator",BLESSED,57667,57.67,0.96
6/18/2022 12:51,6/18/2022,"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),39297,39.3,0.65
6/18/2022 12:51,6/18/2022,Hazel English,All Dressed Up,5632,5.63,0.09
6/18/2022 12:54,6/18/2022,Hazel English,Nine Stories,173961,173.96,2.9
6/18/2022 12:57,6/18/2022,Hazel English,Summer Nights,185765,185.77,3.1
6/18/2022 13:00,6/18/2022,Hazel English,All Dressed Up,174333,174.33,2.91
6/18/2022 13:04,6/18/2022,Hazel English,When You're Around,220358,220.36,3.67
6/18/2022 13:05,6/18/2022,Hazel English,Blue Light,54101,54.1,0.9
