endTime,endDate,artistName,trackName,msPlayed,secsPlayed,minsPlayed
5/18/2021 18:36,5/18/2021,Keith Urban,Somewhere In My Car,24400,24.4,0.41
10/29/2021 22:20,10/29/2021,Beach Bunny,Dream Boy,94413,94.41,1.57
2/10/2022 22:49,2/10/2022,Turnover,New Scream,193988,193.99,3.23
2/11/2022 0:57,2/11/2022,Pinegrove,Alaska,125830,125.83,2.1
2/11/2022 1:01,2/11/2022,Pinegrove,Iodine,226041,226.04,3.77
2/11/2022 1:01,2/11/2022,Pinegrove,Orange,2581,2.58,0.04
2/11/2022 1:02,2/11/2022,Pinegrove,Flora,33322,33.32,0.56
2/11/2022 1:03,2/11/2022,Pinegrove,Respirate,96021,96.02,1.6
2/11/2022 3:38,2/11/2022,Pinegrove,Respirate,17763,17.76,0.3
2/11/2022 3:40,2/11/2022,The Beatles,Blackbird - Remastered 2009,138386,138.39,2.31
2/11/2022 3:44,2/11/2022,AC/DC,Have a Drink on Me,238466,238.47,3.97
2/11/2022 4:19,2/11/2022,AC/DC,You Shook Me All Night Long,192052,192.05,3.2
2/11/2022 4:21,2/11/2022,C418,Sweden,148330,148.33,2.47
2/11/2022 4:22,2/11/2022,Moisés Nieto,"7PM (From ""Animal Crossing: New Leaf"")",43733,43.73,0.73
2/11/2022 13:45,2/11/2022,Pinegrove,Alaska,29981,29.98,0.5
2/11/2022 13:45,2/11/2022,Pinegrove,Habitat,415748,415.75,6.93
2/11/2022 18:19,2/11/2022,Pinegrove,Alaska,95841,95.84,1.6
2/11/2022 18:22,2/11/2022,Pinegrove,Iodine,66384,66.38,1.11
2/11/2022 18:22,2/11/2022,Modern Baseball,Holy Ghost,8620,8.62,0.14
2/11/2022 18:37,2/11/2022,Modern Baseball,Mass,104598,104.6,1.74
2/11/2022 18:40,2/11/2022,Modern Baseball,Wedding Singer,167491,167.49,2.79
2/11/2022 18:44,2/11/2022,Modern Baseball,Note To Self,229075,229.08,3.82
2/11/2022 18:46,2/11/2022,Foo Fighters,Congregation,60,0.06,0
2/11/2022 18:46,2/11/2022,Modern Baseball,The Thrash Particle,149426,149.43,2.49
2/11/2022 18:51,2/11/2022,Foo Fighters,The Pretender,269373,269.37,4.49
2/11/2022 18:53,2/11/2022,Foo Fighters,Breakout,120387,120.39,2.01
2/11/2022 18:58,2/11/2022,Foo Fighters,Stranger Things Have Happened,321053,321.05,5.35
2/11/2022 18:58,2/11/2022,Foo Fighters,Low,10877,10.88,0.18
2/11/2022 19:02,2/11/2022,Foo Fighters,I'll Stick Around,232533,232.53,3.88
2/11/2022 19:03,2/11/2022,Foo Fighters,Monkey Wrench,77007,77.01,1.28
2/11/2022 19:03,2/11/2022,Foo Fighters,Dear Rosemary,6320,6.32,0.11
2/11/2022 19:03,2/11/2022,Foo Fighters,Wheels,1000,1,0.02
2/11/2022 19:08,2/11/2022,Foo Fighters,Best of You,255626,255.63,4.26
2/11/2022 19:09,2/11/2022,Foo Fighters,Making A Fire,91374,91.37,1.52
2/11/2022 19:13,2/11/2022,Aunt Martha,Neighbor Song,255453,255.45,4.26
2/11/2022 19:14,2/11/2022,Magic Man,Catherine,13287,13.29,0.22
2/11/2022 19:15,2/11/2022,Sjowgren,I Don't Know,105900,105.9,1.77
2/11/2022 23:09,2/11/2022,"Slaughter Beach, Dog",Gold and Green,187696,187.7,3.13
2/11/2022 23:11,2/11/2022,"Slaughter Beach, Dog",Friend Song,75105,75.11,1.25
2/11/2022 23:11,2/11/2022,"Slaughter Beach, Dog",My Girl,1857,1.86,0.03
2/11/2022 23:14,2/11/2022,"Slaughter Beach, Dog",Sleepwalking,176667,176.67,2.94
2/11/2022 23:17,2/11/2022,"Slaughter Beach, Dog",Toronto Mug II,9822,9.82,0.16
2/11/2022 23:17,2/11/2022,"Slaughter Beach, Dog",Bed Fest,203647,203.65,3.39
2/11/2022 23:17,2/11/2022,"Slaughter Beach, Dog",Van Morrison,4342,4.34,0.07
2/11/2022 23:22,2/11/2022,"Slaughter Beach, Dog",Buttercup,279899,279.9,4.66
2/11/2022 23:24,2/11/2022,"Slaughter Beach, Dog",Friend Song - Audiotree Live Version,3088,3.09,0.05
2/11/2022 23:24,2/11/2022,"Slaughter Beach, Dog",Fair Shot,143026,143.03,2.38
2/11/2022 23:26,2/11/2022,"Slaughter Beach, Dog",104 Degrees - Audiotree Live Version,132307,132.31,2.21
2/11/2022 23:31,2/11/2022,"Slaughter Beach, Dog",104 Degrees,2113,2.11,0.04
2/11/2022 23:31,2/11/2022,Lions and Tigers,Roam,1253,1.25,0.02
2/11/2022 23:31,2/11/2022,"Slaughter Beach, Dog",Fish Fry,276654,276.65,4.61
2/11/2022 23:31,2/11/2022,"Slaughter Beach, Dog",Toronto Mug,21209,21.21,0.35
2/11/2022 23:34,2/11/2022,Modern Baseball,Two Good Things,168885,168.89,2.81
2/11/2022 23:38,2/11/2022,Just Friends,Fever,189161,189.16,3.15
2/11/2022 23:40,2/11/2022,Modern Baseball,Wedding Singer,115078,115.08,1.92
2/12/2022 0:46,2/12/2022,Modern Baseball,Wedding Singer,6106,6.11,0.1
2/12/2022 0:49,2/12/2022,Mom Jeans.,Scott Pilgrim vs. My GPA,179234,179.23,2.99
2/12/2022 2:54,2/12/2022,Mom Jeans.,Scott Pilgrim vs. My GPA,43421,43.42,0.72
2/12/2022 2:55,2/12/2022,The Front Bottoms,The Beers,66687,66.69,1.11
2/12/2022 2:59,2/12/2022,Pinegrove,No Drugs,168946,168.95,2.82
2/12/2022 3:02,2/12/2022,The Front Bottoms,Rhode Island,205320,205.32,3.42
2/12/2022 3:03,2/12/2022,Joyce Manor,Victoria,45754,45.75,0.76
2/12/2022 3:05,2/12/2022,spookyghostboy,Out of Sight,3599,3.6,0.06
2/12/2022 3:05,2/12/2022,The Front Bottoms,Laugh Till I Cry,110434,110.43,1.84
2/12/2022 3:07,2/12/2022,Modern Baseball,Coals,121393,121.39,2.02
2/12/2022 3:08,2/12/2022,Joyce Manor,Catalina Fight Song,1904,1.9,0.03
2/12/2022 3:08,2/12/2022,Joyce Manor,End of the Summer,1416,1.42,0.02
2/12/2022 3:08,2/12/2022,Pinegrove,Neighbor,2948,2.95,0.05
2/12/2022 3:08,2/12/2022,Marietta,Green Call Her Sims,1462,1.46,0.02
2/12/2022 3:08,2/12/2022,Modern Baseball,Just Another Face,46648,46.65,0.78
2/12/2022 3:08,2/12/2022,Modern Baseball,Going To Bed Now,1787,1.79,0.03
2/12/2022 3:08,2/12/2022,Modern Baseball,Hiding,49667,49.67,0.83
2/12/2022 3:09,2/12/2022,The Front Bottoms,Legit Tattoo Gun,1811,1.81,0.03
2/12/2022 3:09,2/12/2022,Mom Jeans.,Movember,2229,2.23,0.04
2/12/2022 3:09,2/12/2022,"Slaughter Beach, Dog",Fish Fry,2530,2.53,0.04
2/12/2022 3:09,2/12/2022,The Front Bottoms,You Used to Say (Holy Fuck),5619,5.62,0.09
2/12/2022 3:11,2/12/2022,Modern Baseball,Pothole,156010,156.01,2.6
2/12/2022 3:15,2/12/2022,Turnover,Dizzy On the Comedown,216923,216.92,3.62
2/12/2022 3:18,2/12/2022,Turnover,Diazepam,199037,199.04,3.32
2/12/2022 3:21,2/12/2022,Turnover,Cutting My Fingers Off,195984,195.98,3.27
2/12/2022 3:22,2/12/2022,Turnover,Intrapersonal,21794,21.79,0.36
2/12/2022 16:23,2/12/2022,Turnover,Intrapersonal,204420,204.42,3.41
2/12/2022 16:24,2/12/2022,Joyce Manor,Heated Swimming Pool,4318,4.32,0.07
2/12/2022 16:24,2/12/2022,Turnover,I Would Hate You If I Could,107676,107.68,1.79
2/12/2022 16:25,2/12/2022,The Front Bottoms,Legit Tattoo Gun,3552,3.55,0.06
2/12/2022 16:25,2/12/2022,"Slaughter Beach, Dog",Politics Of Grooming,28165,28.17,0.47
2/12/2022 16:27,2/12/2022,Modern Baseball,This Song Is Gonna Buy Brendan Lukens A New Pair Of Socks,134513,134.51,2.24
2/12/2022 16:29,2/12/2022,Modern Baseball,Re-Do,131000,131,2.18
2/12/2022 16:32,2/12/2022,sports.,I Love to Be Chill,149887,149.89,2.5
2/12/2022 16:35,2/12/2022,The Front Bottoms,West Virginia,20599,20.6,0.34
2/12/2022 16:35,2/12/2022,"Slaughter Beach, Dog",Drinks,204561,204.56,3.41
2/12/2022 16:35,2/12/2022,The Front Bottoms,Flying Model Rockets,2321,2.32,0.04
2/12/2022 16:35,2/12/2022,The Front Bottoms,Motorcycle,1741,1.74,0.03
2/12/2022 16:39,2/12/2022,Neck Deep,December,218954,218.95,3.65
2/12/2022 16:39,2/12/2022,Just Friends,Fever,7391,7.39,0.12
2/12/2022 16:39,2/12/2022,Mom Jeans.,Remy's Boyz,2809,2.81,0.05
2/12/2022 16:39,2/12/2022,"Honey, Be Well",West Jackson,2368,2.37,0.04
2/12/2022 16:40,2/12/2022,Aaron West and The Roaring Twenties,Our Apartment,17949,17.95,0.3
2/12/2022 16:40,2/12/2022,"Slaughter Beach, Dog",Essex Street,5410,5.41,0.09
2/12/2022 16:41,2/12/2022,Modern Baseball,Hope,2345,2.35,0.04
2/12/2022 16:41,2/12/2022,The Front Bottoms,Raining,1950,1.95,0.03
2/12/2022 16:41,2/12/2022,Sad Cops,Real Adults,62786,62.79,1.05
2/12/2022 16:45,2/12/2022,Turnover,Dizzy On the Comedown,255773,255.77,4.26
2/12/2022 16:47,2/12/2022,Joyce Manor,Victoria,99666,99.67,1.66
2/12/2022 16:49,2/12/2022,Modern Baseball,Rock Bottom,157395,157.4,2.62
2/12/2022 16:51,2/12/2022,Joyce Manor,End of the Summer,109560,109.56,1.83
2/12/2022 16:53,2/12/2022,Modern Baseball,Coals,131536,131.54,2.19
2/12/2022 16:54,2/12/2022,Modern Baseball,I Think You Were in My Profile Picture Once,79796,79.8,1.33
2/12/2022 16:55,2/12/2022,Turnover,Humming,52330,52.33,0.87
2/12/2022 16:56,2/12/2022,Lions and Tigers,Going Home,21571,21.57,0.36
2/12/2022 16:58,2/12/2022,Dikembe,Scottie Spliffin,144404,144.4,2.41
2/12/2022 17:01,2/12/2022,Modern Baseball,Alpha Kappa Fall Of Troy The Movie Part Deux (2 Disc Director's Cut),174294,174.29,2.9
2/12/2022 17:44,2/12/2022,Marietta,Green Call Her Sims,22326,22.33,0.37
2/12/2022 22:13,2/12/2022,"Slaughter Beach, Dog",Bed Fest,2538,2.54,0.04
2/12/2022 22:14,2/12/2022,Joyce Manor,Catalina Fight Song,65000,65,1.08
2/12/2022 22:17,2/12/2022,"Tyler, The Creator",RUNNING OUT OF TIME,177226,177.23,2.95
2/12/2022 22:23,2/12/2022,Kid Cudi,Mr. Rager,117734,117.73,1.96
2/12/2022 22:26,2/12/2022,Mom Jeans.,Edward 40hands,170991,170.99,2.85
2/12/2022 22:26,2/12/2022,"Tyler, The Creator",IGOR'S THEME,1996,2,0.03
2/12/2022 22:26,2/12/2022,"Tyler, The Creator",Foreword (feat. Rex Orange County),17856,17.86,0.3
2/12/2022 22:32,2/12/2022,"Tyler, The Creator","GONE, GONE / THANK YOU",319738,319.74,5.33
2/12/2022 22:35,2/12/2022,"Tyler, The Creator",RUNNING OUT OF TIME,177226,177.23,2.95
2/12/2022 23:33,2/12/2022,"Tyler, The Creator",ARE WE STILL FRIENDS?,129224,129.22,2.15
2/12/2022 23:33,2/12/2022,Turnover,Like Slow Disappearing,1002,1,0.02
2/12/2022 23:36,2/12/2022,Frank Ocean,Pink + White,184516,184.52,3.08
2/12/2022 23:40,2/12/2022,Day Wave,Something Here,245386,245.39,4.09
2/12/2022 23:46,2/12/2022,Peach Pit,Shampoo Bottles,224266,224.27,3.74
2/12/2022 23:53,2/12/2022,Turnover,Humming,230538,230.54,3.84
2/12/2022 23:56,2/12/2022,Towerz,channel 67,174570,174.57,2.91
2/12/2022 23:58,2/12/2022,S N U G,leap of faith,117250,117.25,1.95
2/13/2022 0:00,2/13/2022,Raimu,Balanced Contrast,154038,154.04,2.57
2/13/2022 0:03,2/13/2022,Osaki,Parallel Worlds,151299,151.3,2.52
2/13/2022 0:05,2/13/2022,Blurred Figures,everything goes past,129090,129.09,2.15
2/13/2022 0:06,2/13/2022,eugenio izzi,Goodbye my friend,93791,93.79,1.56
2/13/2022 1:08,2/13/2022,Taylor Swift,exile (feat. Bon Iver),285634,285.63,4.76
2/13/2022 1:13,2/13/2022,Bon Iver,00000 Million,17403,17.4,0.29
2/13/2022 1:16,2/13/2022,Timbaland,The Way I Are,179120,179.12,2.99
2/13/2022 2:02,2/13/2022,Diddy,"Diddy Rock (feat. Timbaland, Twista & Shawnna)",40823,40.82,0.68
2/13/2022 14:10,2/13/2022,The 1975,Sincerity Is Scary,2670,2.67,0.04
2/13/2022 14:10,2/13/2022,Peach Pit,Vickie,3645,3.65,0.06
2/13/2022 14:10,2/13/2022,Lizzy McAlpine,doomsday,25077,25.08,0.42
2/13/2022 14:10,2/13/2022,The 1975,Paris,1091,1.09,0.02
2/13/2022 14:14,2/13/2022,Ginger Root,Belleza,13049,13.05,0.22
2/13/2022 14:14,2/13/2022,Ginger Root,September,39837,39.84,0.66
2/13/2022 14:14,2/13/2022,Ginger Root,Loretta,190153,190.15,3.17
2/13/2022 14:15,2/13/2022,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",10797,10.8,0.18
2/13/2022 14:20,2/13/2022,Daughter,Winter,281746,281.75,4.7
2/13/2022 14:24,2/13/2022,Daughter,Smother,240560,240.56,4.01
2/13/2022 14:28,2/13/2022,Daughter,Youth,253013,253.01,4.22
2/13/2022 14:32,2/13/2022,Pinegrove,Amulets,1625,1.63,0.03
2/13/2022 14:32,2/13/2022,Pinegrove,Rings,3134,3.13,0.05
2/13/2022 14:32,2/13/2022,Daughter,Still,212680,212.68,3.54
2/13/2022 14:32,2/13/2022,Pinegrove,Intrepid,1695,1.7,0.03
2/13/2022 14:32,2/13/2022,Pinegrove,Dotted Line,1880,1.88,0.03
2/13/2022 14:32,2/13/2022,Pinegrove,Thanksgiving,441,0.44,0.01
2/13/2022 14:32,2/13/2022,Pinegrove,Light On,1184,1.18,0.02
2/13/2022 14:32,2/13/2022,Pinegrove,Easy Enough,1555,1.56,0.03
2/13/2022 14:32,2/13/2022,Pinegrove,"Moment (Amperland, NY)",2786,2.79,0.05
2/13/2022 14:32,2/13/2022,Pinegrove,Skylight,2089,2.09,0.03
2/13/2022 14:32,2/13/2022,Pinegrove,Darkness,1950,1.95,0.03
2/13/2022 14:32,2/13/2022,Daughter,Lifeforms,28383,28.38,0.47
2/13/2022 14:32,2/13/2022,Pinegrove,Angelina,719,0.72,0.01
2/13/2022 14:32,2/13/2022,Pinegrove,Portal,2275,2.28,0.04
2/13/2022 14:32,2/13/2022,Pinegrove,Paterson & Leo,975,0.98,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Paterson + Leo (Demo),0,0,0
2/13/2022 14:33,2/13/2022,Pinegrove,Visiting,1648,1.65,0.03
2/13/2022 14:33,2/13/2022,Pinegrove,Phase,1346,1.35,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Need 2,882,0.88,0.01
2/13/2022 14:33,2/13/2022,Pinegrove,Neighbor,743,0.74,0.01
2/13/2022 14:33,2/13/2022,Pinegrove,Aphasia,1416,1.42,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Aphasia,1462,1.46,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Spiral,1277,1.28,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,No Drugs,743,0.74,0.01
2/13/2022 14:33,2/13/2022,Pinegrove,Waveform,1996,2,0.03
2/13/2022 14:33,2/13/2022,Pinegrove,New Friends (Schuylkill Session),0,0,0
2/13/2022 14:33,2/13/2022,Pinegrove,Then Again,23,0.02,0
2/13/2022 14:33,2/13/2022,Pinegrove,Old Friends,1160,1.16,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Size of the Moon,1091,1.09,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Waveform (Demo),0,0,0
2/13/2022 14:33,2/13/2022,Pinegrove,Namesake,92,0.09,0
2/13/2022 14:33,2/13/2022,Pinegrove,Old Friends (Schuylkill Session),0,0,0
2/13/2022 14:33,2/13/2022,Pinegrove,New Friends,0,0,0
2/13/2022 14:33,2/13/2022,Pinegrove,Size of the Moon,1602,1.6,0.03
2/13/2022 14:33,2/13/2022,Pinegrove,Hairpin,1207,1.21,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Cadmium,1346,1.35,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Need,789,0.79,0.01
2/13/2022 14:33,2/13/2022,Pinegrove,The Alarmist,998,1,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Problems,1323,1.32,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Aphasia (Demo),0,0,0
2/13/2022 14:33,2/13/2022,Pinegrove,Alcove,859,0.86,0.01
2/13/2022 14:33,2/13/2022,Pinegrove,Moment,766,0.77,0.01
2/13/2022 14:33,2/13/2022,Pinegrove,V,255,0.26,0
2/13/2022 14:33,2/13/2022,Pinegrove,Endless,952,0.95,0.02
2/13/2022 14:33,2/13/2022,Pinegrove,Marigold,255,0.26,0
2/13/2022 14:33,2/13/2022,Pinegrove,Overthrown,4086,4.09,0.07
2/13/2022 14:34,2/13/2022,Pinegrove,"Phase (Amperland, NY)",5387,5.39,0.09
2/13/2022 14:34,2/13/2022,Pinegrove,Unison,3157,3.16,0.05
2/13/2022 14:34,2/13/2022,Pinegrove,"Sunday (Amperland, NY)",1509,1.51,0.03
2/13/2022 14:34,2/13/2022,Pinegrove,&,1439,1.44,0.02
2/13/2022 14:34,2/13/2022,Pinegrove,"Morningtime (Amperland, NY)",1486,1.49,0.02
2/13/2022 14:34,2/13/2022,Pinegrove,"Peeling Off the Bark (Amperland, NY)",2647,2.65,0.04
2/13/2022 14:34,2/13/2022,Pinegrove,Palisade,1091,1.09,0.02
2/13/2022 14:34,2/13/2022,Pinegrove,"Intrepid (Amperland, NY)",1718,1.72,0.03
2/13/2022 14:34,2/13/2022,Pinegrove,"Alcove (Amperland, NY)",1857,1.86,0.03
2/13/2022 14:34,2/13/2022,Pinegrove,"Thanksgiving (Amperland, NY)",1811,1.81,0.03
2/13/2022 14:34,2/13/2022,Pinegrove,"On Jet Lag (Amperland, NY)",1695,1.7,0.03
2/13/2022 14:35,2/13/2022,Pinegrove,"The Metronome (Amperland, NY)",10588,10.59,0.18
2/13/2022 14:38,2/13/2022,Pinegrove,Old Friends,22291,22.29,0.37
2/13/2022 14:38,2/13/2022,Pinegrove,The Metronome,200043,200.04,3.33
2/13/2022 14:43,2/13/2022,Pinegrove,Darkness,273533,273.53,4.56
2/13/2022 14:47,2/13/2022,Pinegrove,"Dotted Line (Amperland, NY)",260440,260.44,4.34
2/13/2022 14:49,2/13/2022,Pinegrove,Days,1787,1.79,0.03
2/13/2022 14:49,2/13/2022,Pinegrove,Size of the Moon,12639,12.64,0.21
2/13/2022 14:49,2/13/2022,Pinegrove,Angelina,101053,101.05,1.68
2/13/2022 14:49,2/13/2022,Pinegrove,Marigold,3808,3.81,0.06
2/13/2022 14:52,2/13/2022,Pinegrove,Endless,206040,206.04,3.43
2/13/2022 15:05,2/13/2022,Pinegrove,Skylight,235345,235.35,3.92
2/13/2022 15:27,2/13/2022,Of Monsters and Men,Mountain Sound,211453,211.45,3.52
2/13/2022 15:31,2/13/2022,Peach Pit,Tommy's Party,194753,194.75,3.25
2/13/2022 15:32,2/13/2022,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),101889,101.89,1.7
2/13/2022 15:35,2/13/2022,Phoenix,Lasso,167840,167.84,2.8
2/13/2022 15:38,2/13/2022,Still Woozy,Get Down,171653,171.65,2.86
2/13/2022 15:38,2/13/2022,Tame Impala,Yes I'm Changing,35480,35.48,0.59
2/13/2022 15:42,2/13/2022,The Marías,Ruthless,247455,247.46,4.12
2/13/2022 15:45,2/13/2022,The 1975,The Ballad Of Me And My Brain,171440,171.44,2.86
2/13/2022 15:50,2/13/2022,The 1975,The Birthday Party,285833,285.83,4.76
2/13/2022 15:52,2/13/2022,No Vacation,Yam Yam,114742,114.74,1.91
2/13/2022 15:55,2/13/2022,Still Woozy,Kenny,194133,194.13,3.24
2/13/2022 15:58,2/13/2022,The 1975,Heart Out,202296,202.3,3.37
2/13/2022 16:02,2/13/2022,CHVRCHES,The Mother We Share,191293,191.29,3.19
2/13/2022 16:05,2/13/2022,Peach Pit,Shampoo Bottles,224266,224.27,3.74
2/13/2022 16:08,2/13/2022,Ginger Root,Loretta,190153,190.15,3.17
2/13/2022 17:55,2/13/2022,Day Wave,Drag,256821,256.82,4.28
2/13/2022 17:57,2/13/2022,Still Woozy,Window,139293,139.29,2.32
2/13/2022 17:58,2/13/2022,Still Woozy,Before You Were Mine,71269,71.27,1.19
2/13/2022 20:40,2/13/2022,illuminati hotties,(You're Better) Than Ever,141133,141.13,2.35
2/13/2022 20:45,2/13/2022,citrus,Thursday,297130,297.13,4.95
2/13/2022 20:49,2/13/2022,Retirement Party,Meet Me in Montauk,213306,213.31,3.56
2/13/2022 20:51,2/13/2022,Retirement Party,Passion Fruit Tea,152173,152.17,2.54
2/13/2022 20:54,2/13/2022,Retirement Party,Shoulder It,171400,171.4,2.86
2/13/2022 20:55,2/13/2022,illuminati hotties,MMMOOOAAAAAYAYA,51935,51.94,0.87
2/13/2022 20:56,2/13/2022,illuminati hotties,Sandwich Sharer,55843,55.84,0.93
2/13/2022 20:58,2/13/2022,illuminati hotties,Pressed 2 Death,135026,135.03,2.25
2/13/2022 21:26,2/13/2022,illuminati hotties,The Sway,37743,37.74,0.63
2/13/2022 21:29,2/13/2022,Mallrat,Better,7279,7.28,0.12
2/13/2022 21:29,2/13/2022,"Slaughter Beach, Dog",Gold and Green,187696,187.7,3.13
2/13/2022 21:32,2/13/2022,"Tyler, The Creator",See You Again (feat. Kali Uchis),180386,180.39,3.01
2/13/2022 21:34,2/13/2022,Modern Baseball,Notes,135682,135.68,2.26
2/13/2022 21:38,2/13/2022,Turnover,New Scream,252261,252.26,4.2
2/13/2022 21:40,2/13/2022,Joyce Manor,End of the Summer,109560,109.56,1.83
2/13/2022 21:58,2/13/2022,The Weeknd,The Morning,74821,74.82,1.25
2/13/2022 22:00,2/13/2022,The Dirt Drifters,There She Goes,1648,1.65,0.03
2/13/2022 22:00,2/13/2022,Kanye West,Family Business,122647,122.65,2.04
2/13/2022 22:00,2/13/2022,YNW Melly,Mixed Personalities (feat. Kanye West),3436,3.44,0.06
2/13/2022 22:01,2/13/2022,The 1975,You,14001,14,0.23
2/13/2022 22:01,2/13/2022,Sjowgren,I Don't Know,2113,2.11,0.04
2/13/2022 22:01,2/13/2022,Barrie,Dark Tropical,3877,3.88,0.06
2/13/2022 22:01,2/13/2022,Barrie,Darjeeling,9798,9.8,0.16
2/13/2022 22:04,2/13/2022,The Band CAMINO,14-Feb,163690,163.69,2.73
2/13/2022 22:08,2/13/2022,The 1975,Girls,254620,254.62,4.24
2/13/2022 22:11,2/13/2022,Front Porch Step,Drown,25572,25.57,0.43
2/13/2022 22:11,2/13/2022,TV On The Radio,Happy Idiot,183002,183,3.05
2/14/2022 15:18,2/14/2022,Front Porch Step,Drown,168182,168.18,2.8
2/14/2022 15:22,2/14/2022,MyKey,Was It Something I Said,220588,220.59,3.68
2/14/2022 15:25,2/14/2022,Current Joys,Kids,176958,176.96,2.95
2/14/2022 15:27,2/14/2022,fanclubwallet,Car Crash in G Major,132000,132,2.2
2/14/2022 15:28,2/14/2022,grentperez,Cherry Wine,59352,59.35,0.99
2/14/2022 15:31,2/14/2022,Day Wave,Drag,189651,189.65,3.16
2/14/2022 15:34,2/14/2022,Day Wave,Potions,190061,190.06,3.17
2/14/2022 15:38,2/14/2022,Day Wave,Something Here,245386,245.39,4.09
2/14/2022 15:49,2/14/2022,Day Wave,Where Do You Go,202310,202.31,3.37
2/14/2022 15:52,2/14/2022,Lawrence Rothman,Kate's Not Here - Day Wave & Lawrence Rothman Remix,187364,187.36,3.12
2/14/2022 15:53,2/14/2022,Big Wild,6's to 9's - Day Wave Remix,70420,70.42,1.17
2/14/2022 17:29,2/14/2022,mell-ø,Nova,104415,104.42,1.74
2/14/2022 17:31,2/14/2022,DLJ,Explorers,122727,122.73,2.05
2/14/2022 17:32,2/14/2022,ENRA,Amber,89367,89.37,1.49
2/14/2022 17:34,2/14/2022,Kanisan,Drowning,110769,110.77,1.85
2/14/2022 17:36,2/14/2022,cocabona,Drops,122891,122.89,2.05
2/14/2022 17:37,2/14/2022,Elior,Ships,91578,91.58,1.53
2/14/2022 17:40,2/14/2022,j'san,Snow & Sand,165000,165,2.75
2/14/2022 17:42,2/14/2022,Sarcastic Sounds,Wish You Were Mine,121519,121.52,2.03
2/14/2022 17:44,2/14/2022,H.1,Timeless,133953,133.95,2.23
2/14/2022 17:47,2/14/2022,Diiolme,Arizona Night,166356,166.36,2.77
2/14/2022 18:39,2/14/2022,Spencer Hunt,Vhs,103998,104,1.73
2/14/2022 18:41,2/14/2022,WYS,Nautilus,169321,169.32,2.82
2/14/2022 18:46,2/14/2022,Hoogway,Missing Earth,171772,171.77,2.86
2/14/2022 19:38,2/14/2022,Dontcry,Became,5370,5.37,0.09
2/14/2022 19:41,2/14/2022,citrus,Thursday,167787,167.79,2.8
2/14/2022 19:41,2/14/2022,citrus,Takeout,1648,1.65,0.03
2/14/2022 19:59,2/14/2022,citrus,Thursday,297130,297.13,4.95
2/14/2022 20:03,2/14/2022,citrus,Thursday,8359,8.36,0.14
2/14/2022 20:03,2/14/2022,citrus,Takeout,216629,216.63,3.61
2/14/2022 20:05,2/14/2022,illuminati hotties,(You're Better) Than Ever,90000,90,1.5
2/14/2022 20:05,2/14/2022,illuminati hotties,(You're Better) Than Ever,10286,10.29,0.17
2/14/2022 20:10,2/14/2022,Maggie Rogers,Back In My Body,249541,249.54,4.16
2/14/2022 20:14,2/14/2022,Sad Cops,It's Eating at Me,161240,161.24,2.69
2/14/2022 20:14,2/14/2022,The 1975,How To Draw / Petrichor,2879,2.88,0.05
2/15/2022 0:19,2/15/2022,Jon Bellion,All Time Low,221333,221.33,3.69
2/15/2022 0:23,2/15/2022,The 1975,It's Not Living (If It's Not With You),248335,248.34,4.14
2/15/2022 0:25,2/15/2022,Mom Jeans.,*Sobs Quietly*,118464,118.46,1.97
2/15/2022 0:29,2/15/2022,Mocki,Weekend - Jai Wolf Remix,249160,249.16,4.15
2/15/2022 0:30,2/15/2022,Joyce Manor,Up The Punx,59452,59.45,0.99
2/15/2022 0:35,2/15/2022,Drake,From Time,260760,260.76,4.35
2/15/2022 0:37,2/15/2022,"Slaughter Beach, Dog",Buttercup,154157,154.16,2.57
2/15/2022 1:58,2/15/2022,dad sports,nrvs again,218604,218.6,3.64
2/15/2022 1:59,2/15/2022,"Tyler, The Creator",Who Dat Boy (feat. A$AP Rocky),63167,63.17,1.05
2/15/2022 2:01,2/15/2022,Taking Back Sunday,You Know How I Do - Remastered,101192,101.19,1.69
2/15/2022 2:04,2/15/2022,Taking Back Sunday,Ghost Man On Third - Remastered,21664,21.66,0.36
2/15/2022 2:04,2/15/2022,Taking Back Sunday,You're So Last Summer - Remastered,164118,164.12,2.74
2/15/2022 2:07,2/15/2022,Taking Back Sunday,Cute Without The 'E' (Cut From The Team) - Remastered,156456,156.46,2.61
2/15/2022 2:09,2/15/2022,Taking Back Sunday,A Decade Under The Influence,142802,142.8,2.38
2/15/2022 2:09,2/15/2022,Taking Back Sunday,Bonus Mosh Pt. II,1927,1.93,0.03
