artistName,trackName,total_mins_played,total_streams
Hayley Williams,Trigger,0.08,1
Hazel English,Birthday,3.04,1
Hazel English,Control,3.43,1
Hazel English,I'm Fine - Audiotree Live Version,0.32,1
Hazel English,It's Not Real,3.23,1
Hazel English,Like A Drug,4.08,1
Hazel English,Milk and Honey,3.21,1
Hazel English,When You're Around,3.67,1
Hazel English,Work It Out,4.55,1
Heart,Barracuda,0.01,1
Heisskalt,"Schatz - Du willst ein Lied, ich will ans Meer",0.38,1
Henry Green,Something,3.38,1
Henry Jackman,Manners Maketh Man,0.04,1
Henry Nowhere,Not Going Back,2.83,1
Her's,Blue Lips,0.19,1
Her's,Cop Theme,0.43,1
Her's,I'll Try,0.1,1
Her's,Medieval,5.57,1
Her's,Speed Racer,2.53,1
Her's,You Don't Know This Guy,5.35,1
Heroes Del Silencio,Avalancha,0.09,1
Hether,Twinkle,2.05,1
Hevi,Alone,2.13,1
Hevi,Dusk,2.79,1
Hevi,Homecoming,2.39,1
Hevi,If You Knew,3.09,1
Hevi,Mind At Ease,2.85,1
Hevi,expiration date,2.09,1
Hevi,let the notes speak,3.3,1
High Highs,Open Season,3.86,1
Hippie Sabotage,Drifter,3.51,1
Hippo Campus,Bad Dream Baby,0.03,1
Hippo Campus,Way It Goes,2.97,1
Hit The Lights,Fucked up Kids,0.05,1
HoKø,Sorrow,2.47,1
Hockey Dad,Germaphobe,0.14,1
Hollow Bastion,When I Meet You,0.76,1
Hollow Coves,Coastline,0.1,1
Hollow Coves,Purple,1.91,1
Holly Humberstone,Deep End,0.03,1
Home Is Where,Long Distance Conjoined Twins,1.42,1
Home Shell,Atlas - Stream Edition,0.01,1
Hoogway,After You,2.43,1
Hoogway,Beauty In All Forms,2.17,1
Hoogway,Days Like This,2.08,1
Hoogway,Frozen Waters,2.41,1
Hoogway,Inhale,2.69,1
Hoogway,Inner Echoes,2.57,1
Hoogway,Lune,2.33,1
Hoogway,Missing Earth,2.86,1
Hoogway,Morning Sun,2.03,1
Hoogway,Old Friend,2.71,1
Hoogway,Your Lie,3.03,1
Hook-Ups,Around You,2.74,1
Horse Jumper of Love,Orange Peeler,2.55,1
Horse Meat Disco,Love If You Need It (feat. Fi McCluskey) - Mousse T.'s Classic Shizzle,2.4,1
Hot Chelle Rae,Tonight Tonight,1.67,1
Hot Chip,Need You Now,0.05,1
Hot Mulligan,Dary,2.69,1
Hot Mulligan,Feal Like Crab,0.21,1
Hot Mulligan,Heem Wasn't There,2.61,1
Hot Mulligan,MakeDamnSure,3.6,1
Hot Mulligan,OG Bule Sky,1.99,1
Hot Mulligan,"Please Don't Cry, You Have Swag",3.12,1
Hot Mulligan,"Pop Shuvit (Hall of Meat, Duh)",0.89,1
Hot Mulligan,"Shaylee, Shanel",0.02,1
Hotel Fiction,Out of My Head,4.95,1
Hotel Ugly,Shut up My Moms Calling,1.44,1
House Parties,Tiny Rooms,0.5,1
Hovvdy,Cathedral,3.07,1
Hovvdy,Everything,3.29,1
Hovvdy,Late,2.57,1
How to Be a Girl,"Episode I: Mama, I'm a Girl",0.5,1
How to Build a Happy Life,How to Forgive Ourselves for What We Can’t Change,8.47,1
How to Money,"Ask HTM - Student Loans Blocking Roth IRA contributions, Tapping Retirement Funds After a Layoff, & Going with a Health Sharing Plan to Save Big #496",0.17,1
How to Money,Buying or Renting in an Insane Housing Market? #476,44.46,1
How to Money,"Friday Flight - A Prime Pricing Hack, Discount Airlines, & Early Retirement Idiocy #474",25.08,1
How to Money,Quitting Your Job The Right Way #509,15.55,1
Hozier,No Plan,0.57,1
Hurray For The Riff Raff,PIERCED ARROWS,0.33,1
Husbands,Manhorse,0.03,1
Husbands,Mexico,3.62,1
Husbands,Must Be a Cop,3.82,1
Husbands,Try Not to Worry,3.07,1
Håkan Hellström,That's All Right (Håkan Hellström edit) by Laura Rivers,1.03,1
I Hate It Too,Soul Searching & Me,0.88,1
I Kill Giants,Collector,2.71,1
I Love Your Lifestyle,Spider Monkey,3.17,1
I Wish I Could Skateboard,The Way Things Turn Out,1.78,1
ICE-T,6 'N the Mornin',1.39,1
IDLES,The Beachland Ballroom,4.02,1
Iassu,Sweet Sunset,0.27,1
Ichiko Aoba,Dawn in the Adan,1.34,1
Imagine Dragons,Radioactive,0.03,1
Immanuel Wilkins,"Fugitive Ritual, Selah",5.8,1
In Flames,Embody the Invisible,3.63,1
In Flames,Take This Life,0.05,1
In Love With a Ghost,Sorry for Not Answering the Phone I'm Too Busy Trying to Fly Away,2.21,1
Infinity Crush,misbehaving,2.6,1
Inhaler,These Are The Days,0.14,1
Instrumental Christmas Classics,"Holy Night, Pt. 2",0.01,1
Intocable,¿Y Todo Para Qué?,0.07,1
Iron Maiden,Run to the Hills - 2015 Remaster,1.51,1
Is Bliss,What to Believe,0.09,1
Isabella Lovestory,Kitten Heel,0.05,1
Ivan Ave,Young Eye,3.44,1
Ivylake,Moonfern,2.27,1
Ivylake,Restful,3.11,1
Iyaz,Replay,0.02,1
J Balvin,6:00 AM,1.96,1
JAY-Z,Lift Off,0.02,1
JAY-Z,Primetime,0.03,1
JAY-Z,The Joy,0.03,1
JAY-Z,Who Gon Stop Me,3.86,1
JR JR,Good Old Days,0.18,1
Jack Harlow,First Class,1.46,1
Jack River,Confess,0.07,1
Jaded Juice Riders,Deathsurf,2.71,1
Jaden,Summertime In Paris,4.52,1
Jadu Heart,Harry Brompton's Ice Tea,3.02,1
Jaguar Sun,Cold Wind,4.73,1
Jaguar Sun,First Time Caller,2.74,1
Jaguar Sun,Make It Out,0.95,1
Jaguar Sun,Next Year,5.96,1
Jai Paul,BTSTU - Edit,0.71,1
Jai Paul,Jasmine - Demo,0.1,1
Jake Edwards,Second Puberty,0.51,1
Jake Owen,Barefoot Blue Jean Night,0.05,1
Jake Owen,Eight Second Ride,0.04,1
Jam'addict,Winter Season,2.46,1
James Blake,Don't Miss It,0.05,1
James Ivy,Staring Contest,3.66,1
James Taylor,Auld Lang Syne,0.44,1
James Vincent McMorrow,Get Low,0.09,1
James Vincent McMorrow,I Should Go - Solo Version,0.01,1
James and the Shame,Only Thing,1.01,1
Jamws,Toronto,4.23,1
Jane's Addiction,Suffer Some,2.41,1
Japanese Breakfast,2042,0.37,1
Japanese Breakfast,"Glider - from ""Sable"" Original Video Game Soundtrack",0.01,1
Japanese Breakfast,Here Come the Tubular Bells,0.54,1
Japanese Breakfast,In Heaven,0.17,1
Japanese Breakfast,Rugged Country,2.88,1
Japanese Breakfast,The Woman That Loves You,2.41,1
Jason Derulo,Talk Dirty (feat. 2 Chainz),0.02,1
Jay Critch,With Them (feat. Lil Tjay),2.91,1
Jay Som,Baybee,0.06,1
Jay Som,Simple,0.04,1
Jay Som,Turn Into,0.01,1
Jean-Baptiste Rees,Crystal Blue,2.81,1
Jeff Parker,My Ideal,3.17,1
Jena Rose,Being Good Is Boring,0.18,1
Jennifer Lopez,On The Floor - Radio Edit,0.01,1
Jessica Bailiff,Failing Yesterday,2.86,1
Jessie J,Domino,0.03,1
Jessie J,Price Tag,0.06,1
Jessie Mueller,She Used to Be Mine,0.03,1
Jessie Paege,Not a Phase,0.13,1
Jhove,About Us,2.6,1
Jhove,Dreams We Shared,2.09,1
Jhove,i hope this never ends,0.74,1
Jimmy Eat World,Bleed American,0,1
Jimmy Eat World,Lucky Denver Mint,0.08,1
Jimmy Eat World,Pain,0.09,1
Jimmy Gonzalez Y Grupo Mazz,Ahora Qué Hago Sin Ti,0.04,1
Jisatsu,Blue Hour,2.75,1
Joan Jett & the Blackhearts,I Love Rock 'N Roll,2.73,1
Joel Corry,BED,2.97,1
Joey Alexander,Peace,5.33,1
Joey Bada$$,Love Is Only a Feeling,0.2,1
Joey Bada$$,Snakes,0.05,1
John Coltrane,They Say It's Wonderful,5.35,1
John Denver,"Take Me Home, Country Roads",0.01,1
John Denver,We Wish You A Merry Christmas,0.09,1
John Emmenis,My Big Mouth,0.19,1
John Mayer,Gravity,4.1,1
John Mayer,I'm Gonna Find Another You,0.98,1
John Mayer,In Repair,6.13,1
John Mayer,Slow Dancing in a Burning Room,3.33,1
John Mayer,Stop This Train,4.16,1
John Mayer,The Heart of Life,3.3,1
John Vincent III,Next to You,0.2,1
Johnny Goth,Can't Get You Out of My Head,0.56,1
Johnny Goth,You Are the Reason,3.31,1
Johnny Lloyd,Running Wild,0.32,1
Joji,Die For You,0.16,1
Jokujekku,Soothing star,1.93,1
Jon Bap,Let It Happen,1.61,1
Jon Bellion,Luxury,1,1
Jon Brion,"Collecting Things - From ""Eternal Sunshine of the Spotless Mind""/Score",1.23,1
Jon Brion,"Theme - From ""Eternal Sunshine of the Spotless Mind""/Score",2.4,1
Jon Pardi,Head Over Boots,0.02,1
Jon Pardi,That Man,0.36,1
Jon Wolfe,I Don't Dance,0.05,1
Jonathan L'Espérance,Ivy - Remastered 2022,2.04,1
Jonnine,The Tides Do That with Me,0.76,1
Jordana,Jump the Turnstile,0.06,1
Joseph Nimoh,In The Wind,2.93,1
Josh Abbott Band,My Texas (feat. Pat Green),0.09,1
Josh Abbott Band,She's Like Texas,0.06,1
Josh Turner,Why Don't We Just Dance,0.09,1
José González,All You Deliver,2.33,1
José González,Deadweight on Velveteen,3.45,1
José González,Hints,3.56,1
José González,How Low,2.67,1
José González,Lasso In,3.8,1
José González,Leaf Off / The Cave,3.51,1
José González,Let It Carry You - Brandt Brauer Frick Remix,2.85,1
José González,Lovestain,2.29,1
José González,Neonlights,3.14,1
José González,Save Your Day,1.36,1
José González,Stay In The Shade,2.76,1
José González,Teardrop,3.35,1
José González,Time To Send Someone Away,2.8,1
José González,Valle Local,2.39,1
José González,Visions - Ela Minus Remix,0.26,1
José González,Vissel,3.75,1
José González,With The Ink Of A Ghost,1.27,1
Joy Division,Disorder - 2007 Remaster,0.78,1
Joyce Manor,Angel In The Snow,2.14,1
Joyce Manor,Ashtray Petting Zoo,2.31,1
Joyce Manor,Comfortable Clothes,0.8,1
Joyce Manor,DFHP,0.14,1
Joyce Manor,Derailed,1.72,1
Joyce Manor,I'm Not The One,2.52,1
Joyce Manor,If I Needed You There,0.08,1
Joyce Manor,Leather Jacket,2.24,1
Joyce Manor,Reversing Machine,0.13,1
Joyce Manor,See How Tame I Can Be?,1.5,1
Joyce Manor,Stairs,0.63,1
Joyce Manor,Tame,1.46,1
Joyce Manor,Think I'm Still In Love With You,0.54,1
Joyce Manor,Violent Inside,0.07,1
Joyce Manor,You're Not Famous Anymore,0.72,1
Joyce Trio,Luna,4.36,1
Juanes,A Dios Le Pido,0.04,1
Juke Ross,Colour Me,0.65,1
Julia Jacklin,Lydia Wears A Cross,4.03,1
Julia Jacklin,Pressure To Party,0.03,1
Julien Baker,Appointments,3.87,1
Just Friends,Bad Boy,0.9,1
Just Friends,Basic,0.47,1
Just Friends,Big Money Power Music,4.31,1
Just Friends,Dosed,2.19,1
Just Friends,Hollerbox,1.68,1
Just Friends,Honey,3.58,1
Just Friends,Hot,2.38,1
Just Friends,Love Letter,3.27,1
Just Friends,Shine,3.8,1
Just Friends,Sizzle,2.11,1
Just Friends,Stupid,3.53,1
Just Friends,Sunflower,2.65,1
Justin Bieber,As I Am (feat. Khalid),2.91,1
Justin Bieber,Baby,1.06,1
Justin Timberlake,SexyBack (feat. Timbaland),0.02,1
Jósean Log,Beso,0.64,1
K.A.A.N.,Kaancepts 2,0.21,1
KALI,Lucy,3.83,1
KISS,Love Gun,0.01,1
KTZ Players,Stillness,2.79,1
Kabah,La Calle De Las Sirenas,0.05,1
Kainbeats,Cloudy Springs,2.42,1
Kainbeats,Hillside Tree,2.48,1
Kainbeats,Lilac,2.13,1
Kainbeats,Limitless Heights,2.73,1
Kainbeats,Lonely Path,1.97,1
Kainbeats,Moonwalker,0.94,1
Kainbeats,Nautilus,2.62,1
Kainbeats,Quilted Dreams,2.02,1
Kainbeats,Warm Updrafts,2.42,1
Kalaido,Houses on Hills,3.6,1
Kalaido,Kami,3.11,1
Kalaido,Neon Memories,2.48,1
Kalaido,Stars and Chimneys,3.1,1
Kali Uchis,Just A Stranger (feat. Steve Lacy),0.17,1
Kanisan,A Meditation,0.09,1
Kanisan,Couldn't Help,2.29,1
Kanisan,Lights Out,2.35,1
Kanisan,Sorrow,1.07,1
Kanisan,Until Dawn,1.7,1
Kanisan,edda,1.91,1
Kanisan,in silence,2.54,1
Kanisan,moonlit glass,2.51,1
Kanisan,shining,1.68,1
Kanisan,wandering in a ghost city,2.26,1
Kanye West,30 Hours,2.46,1
Kanye West,Breathe In Breathe Out,0.08,1
Kanye West,Champion,2.79,1
Kanye West,Diamonds From Sierra Leone - Remix,0.08,1
Kanye West,Facts (Charlie Heat Version),0.06,1
Kanye West,Get Em High,0.1,1
Kanye West,Hey Mama,2.54,1
Kanye West,Hurricane,0.04,1
Kanye West,I Am A God,0.02,1
Kanye West,Jesus Walks,3.23,1
Kanye West,Moon,0.05,1
Kanye West,New God Flow.1,5.96,1
Kanye West,New Slaves,2.23,1
Kanye West,No More Parties In LA,5.73,1
Kanye West,On Sight,0.02,1
Kanye West,Praise God,0.73,1
Kanye West,School Spirit,2.72,1
Kanye West,Send It Up,2.23,1
Kanye West,So Appalled,6.63,1
Kanye West,The Glory,0.05,1
Kanye West,Through The Wire,0.3,1
Kanye West,Touch The Sky,3.94,1
Kanye West,True Love,0.13,1
Kanye West,Two Words,0.22,1
Kanye West,Who Will Survive In America,0.47,1
Kardinal Offishall,Dangerous,1.3,1
Karriem Riggins,Double Trouble,1.95,1
Kaspa.,Baltic Sea Cruise,2.63,1
Kaspa.,Star Trails,2.23,1
Kate Bollinger,Lady in the Darkest Hour,4.6,1
Kate Bollinger,Who Am I But Someone,0.1,1
Katie Gregson-MacLeod,Second Single Bed,0.11,1
Katie Gregson-MacLeod,complex (demo),0.07,1
Katy Kirby,Juniper,0.92,1
Katy Perry,Last Friday Night (T.G.I.F.),3.85,1
Katzù Oso,"Los Angeles Lindo y Querido, Cap. 2",0.35,1
Kayba,Garden,2.46,1
Keith Urban,Cop Car,0.09,1
Keith Urban,Somewhere In My Car,0.41,1
Kelmitt,Otra Vez,0.07,1
Kelsey Lu,Morning Dew,0.12,1
Ken Navarro,Pulse Point,0.06,1
Kendrick Lamar,All The Stars (with SZA),3.87,1
Kendrick Lamar,Count Me Out,4.73,1
Kendrick Lamar,Crown,2.84,1
Kendrick Lamar,Die Hard,3.98,1
Kendrick Lamar,Father Time (feat. Sampha),3.71,1
Kendrick Lamar,GOD.,0.68,1
Kendrick Lamar,LUST.,5.13,1
Kendrick Lamar,N95,3.27,1
Kendrick Lamar,Rich - Interlude,1.72,1
Kendrick Lamar,Rich Spirit,3.37,1
Kendrick Lamar,United In Grief,4.67,1
Kendrick Lamar,We Cry Together,5.69,1
Kendrick Lamar,Worldwide Steppers,3.39,1
Kendrick Lamar,i,0.05,1
Kendrick Lamar,m.A.A.d city,0.34,1
Kenny Chesney,American Kids,3.05,1
Kenny Chesney,Somewhere With You,1.04,1
Kenny Chesney,The Good Stuff,0.09,1
Kenny Chesney,Wild Child (with Grace Potter) (with Grace Potter),0.02,1
Kenny Chesney,You and Tequila (feat. Grace Potter),0.04,1
KennyHoopla,how will i rest in peace if i'm buried by a highway?//,2.12,1
Keri Hilson,Knock You Down,0.12,1
Kesha,TiK ToK,3.33,1
Kevin Abstract,Peach,0.03,1
Kevin Devine,Just Stay,0.87,1
Kevin Krauter,Pretty Boy,3.88,1
Kevin Waters Group,The Sun Descending,2.31,1
Keys N Krates,Treat Me Right,4.7,1
Khaki Cuffs,drake taco bell,2.87,1
Khruangbin,White Gloves,0.22,1
Khutko,Soft Glow,2.43,1
Khutko,Violet,2.51,1
Khutko,Walk Out,2.56,1
Kid Bloom,Different State of Mind,0.12,1
Kid Cudi,Alive (Nightmare),4.11,1
Kid Cudi,Do What I Want,2.86,1
Kid Cudi,Entergalactic Theme,0.1,1
Kid Cudi,Heart Of A Lion (Kid Cudi Theme Music),4.36,1
Kid Cudi,In My Dreams (Cudder Anthem),3.32,1
Kid Cudi,Just What I Am,3.8,1
Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),0.12,1
Kid Cudi,My World,1.34,1
Kid Cudi,New Mode,0.11,1
Kid Cudi,Simple As...,2.52,1
Kid Cudi,Solo Dolo (Nightmare),4.44,1
Kid Cudi,Soundtrack 2 My Life,3.93,1
Kid Cudi,Tequila Shots,0.26,1
Kiefer,Tubesocks,2.13,1
Killswitch Engage,My Curse,0.03,1
Kim Wilde,Kids In America,0.12,1
Kindofkind,A Void,0.15,1
King Geedorah,Krazy World,4.73,1
King No-One,Alcatraz,2.63,1
King Princess,1950,0.07,1
King Princess,Ain't Together,2.11,1
Kingdmusic,O Holy Night - Stripped,0.03,1
Kings of Leon,Use Somebody,2.41,1
Kings of Leon,Waste A Moment,0.06,1
Kinissue,A new day,2.55,1
Kinissue,"I love you, sorry",2.66,1
Kinissue,Shore,2.45,1
Knope,Ralph Gets His Heart Broken,1.83,1
Knox Hamilton,Work It Out,3.44,1
Kool & The Gang,Get Down On It - Single Version,0.09,1
Koralle,Vibrations,2.68,1
Koryn Hawthorne,Won't He Do It,0.17,1
Kosibeats,Golden Hour,1.8,1
Kris Yunker,To Be Fair,0.17,1
Krynoze,Blissful,2.93,1
Krynoze,Blooming Dales,2.77,1
Krynoze,Feeling Alone,2.52,1
Krynoze,Reins,2.81,1
Krynoze,Unfamiliar Beds,2.01,1
Kupla,Lavender,0.05,1
Kupla,Melody Mountain,3.01,1
Kurt Deimer,Hero,0.1,1
Kurt Rosenwinkel,Caipi,1.68,1
Kurt Stewart,Adrift,2.07,1
Kurt Stewart,Old Cars,2.5,1
Kurt Stewart,Years Ago,2.27,1
Kurtis Blow,The Breaks,0.76,1
Ky akasha,Join Me,2.13,1
Ky akasha,Seeing Beauty in Everything,2.36,1
Ky akasha,Stellar Wind,2.14,1
Ky akasha,You've Forgotten How,1.02,1
L I P S,Apartment,4.59,1
LANY,Congrats,0.29,1
LANY,"So, Soo Pretty",1.71,1
LCD Soundsystem,I Can Change,0.08,1
LCD Soundsystem,Someone Great,0.2,1
LCD Soundsystem,oh baby,5.83,1
LESKY,Bathroom Marble,2.15,1
LESKY,Cozy Cuddles,1.11,1
LESKY,Dawnstar,2.22,1
LESKY,Lucid Nights,1.9,1
LESKY,White Sheets,2.45,1
LUCKY TAPES,レイディ・ブルース,3.81,1
La Dispute,Said the King to the River,0.08,1
La Femme,Tu t'en lasses,6.03,1
La Louve,As It Is,4.12,1
La Louve,Kintsugi,4.63,1
La Roux,"Automatic Driver - Tyler, The Creator Remix",3.51,1
LaSalle Street Trio,Everything Happens To Me,2.7,1
Labrinth,Beneath Your Beautiful (feat. Emeli Sandé),0.01,1
Lacker,Stuck,2.59,1
Lady Gaga,Bad Romance,0.03,1
Lady Gaga,Poker Face,3.95,1
Laffey,After The Rain,2.41,1
Laffey,Comfort,2.57,1
Laffey,Exhale,2.64,1
Laffey,Gentle,2.48,1
Laffey,Midnight,3.14,1
Laffey,New Beginnings,3.22,1
Laffey,Set Sail,2.16,1
Laffey,Simplicity,2.51,1
Laffey,Sunsets,1.8,1
Laffey,Teardrops,2.34,1
Laffey,Together,2.46,1
Lake Street Dive,Rich Girl,0.34,1
Lala Lala,Destroyer,0.44,1
Lana Del Rey,Cherry Blossom,1.56,1
Lana Del Rey,Cinnamon Girl,3.48,1
Lana Del Rey,Norman fucking Rockwell,0.05,1
Lana Del Rey,Video Games,0.05,1
Land of Talk,Macabre,3.75,1
Launder,Wonder,0.22,1
Laura Grisar,Living Room,3.59,1
Laura Les,Haunted,0.02,1
Lauren Spencer Smith,Fingers Crossed,1.45,1
Lava La Rue,Angel,3.94,1
Layout,Blue,2.05,1
Layzi,Shoes,4.29,1
Layzi,Why?,0.42,1
Le Couleur,Femme,3.93,1
Le Tigre,Deceptacon,2.72,1
Leavv,Fields,1.97,1
Leavv,Travelogue,2.56,1
Led Zeppelin,Rock and Roll - Remaster,1.41,1
Lee Hazlewood,If It's Monday Morning,1.93,1
Legwurk,Home,3.25,1
Legwurk,Night Gown,1.1,1
Legwurk,This and That,0.18,1
Lennart Altgenug,Chorale,0.05,1
Lennart Altgenug,Serenity,2.55,1
Leroy Anderson,Sleigh Ride,0.98,1
Les Shirley,Fuck It I'm in Love,0.27,1
Let's Eat Grandma,Happy New Year,0.5,1
Lewis Capaldi,Forget Me,0.24,1
Lewis Capaldi,Someone You Loved,3.04,1
Life Without Buildings,The Leanover,0.01,1
Light Hands Trio,London Plane,3.06,1
Lihua Zhao,Heartland,3.48,1
Lil Dicky,Bruh...,0.96,1
Lil Dicky,Freaky Friday (feat. Chris Brown),0.14,1
Lil Peep,Star Shopping,0.2,1
Lil Tjay,Zoo York (feat. Fivio Foreign & Pop Smoke),3.24,1
Lil Wayne,A Milli,0.24,1
Lil Wayne,Cameras (feat. Allan Cubas),0.18,1
Lil Wayne,Don't Cry (feat. XXXTENTACION),0.06,1
Lil Wayne,Go DJ,1.16,1
Lil Wayne,Hasta La Vista,0.03,1
Lil Wayne,Hoes,0.04,1
Lil Wayne,I Love You Dwayne,0.01,1
Lil Wayne,Let It Fly (feat. Travis Scott),0.01,1
Lil Wayne,Mr. Carter,1.32,1
Lil Wayne,Uproar,0.96,1
Lilac,Celestial,1.89,1
Lilac,I Want To See You Smile,2.03,1
Lilac,Perfume,2.6,1
Lily Allen,Alfie,1.12,1
LilyPichu,comfy vibes,3.23,1
Limp Bizkit,Take A Look Around,0.21,1
Linkin Park,Heavy (feat. Kiiara),1.61,1
Linkin Park,Leave Out All The Rest,0.47,1
Little Big League,Lindsey,0.58,1
Little Comets,Bridge Burn,1.4,1
Little Comets,M62,1.29,1
Little Dragon,High,4.28,1
Little River Band,Reminiscing - Remastered,0.25,1
Live,Pain Lies On The Riverside,1.91,1
Living Colour,Cult of Personality,4.27,1
Living Hour,Feelings Meeting,0.02,1
Living Room,After Sunset,1.93,1
Living Room,Big Sur,2.03,1
Living Room,Blue Hour,0.42,1
Living Room,Flow,2.26,1
Living Room,Juli,2.52,1
Living Room,The Stoke,2.06,1
Liza Anne,Bad Vacation,2.36,1
Lizzo,About Damn Time,0.04,1
Lizzy McAlpine,Lady In Blue (Pickup Live Session),3.17,1
Lizzy McAlpine,Stupid,1.74,1
Lizzy McAlpine,called you again,0,1
Lizzy McAlpine,chemtrails,3.96,1
Lizzy McAlpine,orange show speedway,3.78,1
Lo Fade,Stomping Grounds,0.87,1
LoFi Bear,Late Night Study,2.79,1
LoFi Waiter,Cosy Rain,1.99,1
LoFi Waiter,Morning Dew,1.54,1
Loafy Building,From Within,2.24,1
Loafy Building,Moonglow,2.47,1
Loafy Building,Prenma,2.27,1
Loafy Building,Shelter,2.34,1
Loafy Building,Timeless,2.31,1
Lofi Fruits Music,Changes,2.03,1
Lofi Fruits Music,Howling Silence,1.64,1
Lofi Fruits Music,Tell Me Why I'm Waiting,1.88,1
Loft Trio,Dave’s Waltz,3.42,1
Lokoy,Malibu,0.26,1
Lolo Zouaï,Gummy Bear,0.04,1
Lomelda,It's Infinite,2.91,1
Lomelda,Kisses,1.07,1
Lomelda,M for Magic,1.27,1
Lomelda,Nervous Driver,2.41,1
Lomelda,Polyurethane,0.13,1
Lomelda,Reach,0.29,1
Lomelda,Wonder,2.19,1
Long Beard,Dream,2.09,1
Long Beard,Intro,0.66,1
Long Beard,Someplace,2.49,1
Long Beard,Twinkle Twinkle,4.08,1
Long Live The Empire,Pretty Sure This Is a Song,2.02,1
Lord Huron,Harvest Moon - Recorded at Spotify Studios NYC,4.04,1
Lord Huron,The Night We Met,0.06,1
Lorde,A World Alone,0.21,1
Lorde,Big Star,2.78,1
Lorde,Glory And Gore,0.56,1
Lorde,Green Light,3.91,1
Lorde,Liability,2.86,1
Lorde,Secrets from a Girl (Who's Seen it All),2.1,1
Lorde,Tennis Court,3.32,1
Lorde,The Love Club,0.02,1
Los Del Rio,Macarena - Bayside Boys Remix,0.02,1
Los Mesoneros,Últimas Palabras,3.54,1
Los Tucanes De Tijuana,El Tucanazo,2.9,1
Los Ángeles Azules,El Listón De Tu Pelo,1.71,1
Lou Filou,Howling,1.71,1
Louis Armstrong,Cool Yule,2.95,1
"Love, Lies and Fiction",Tight,0,1
Loverboy,Working for the Weekend,0.01,1
Lucas Delphy,Keeping Secrets,0.37,1
Lucy Dacus,Night Shift,0.94,1
Ludovico Einaudi,Nuvole Bianche,0.24,1
Ludovico Einaudi,Una Mattina,0.16,1
Ludwig van Beethoven,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",0.62,1
Lullatone,Look up! There Is a Perfect Gradient in the Top of That Tree,0,1
Luna Li,2516,0.08,1
Lunar Vacation,Cutting Corners,2.07,1
Lunar Vacation,Peddler,3.07,1
Lunar Vacation,Purple Dreams no. 4,0.96,1
Lunar Vacation,Shrug,3.26,1
Lunar Vacation,"Too Late, Colin",3.19,1
Lunar Vacation,Where is Everyone?,1.61,1
Lupe Fiasco,Battle Scars (with Guy Sebastian),0.02,1
Lydia Baskow Trio,Nuages ​​Creux,2.63,1
Lynyrd Skynyrd,Sweet Home Alabama,0.23,1
M. Ward,Chinese Translation,0.22,1
M.I.A.,Paper Planes,3.42,1
M.I.L.K.,Following The Sun,4.46,1
M83,Adieux,0.26,1
MAGIC!,Rude,1.29,1
MAKJ,Party Till We Die (feat. Andrew W.K.),0.28,1
MARINA,Bubblegum Bitch,0.02,1
MARINA,Primadonna,0.02,1
MAVI,"Love, of Money",0.3,1
MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,0.1,1
MGMT,Electric Feel,3.83,1
MGMT,Kids,5.05,1
MGMT,Time to Pretend,1.08,1
MICHELLE,MY FRIENDS,1.49,1
MICHELLE,THE BOTTOM,0.51,1
MILLY,People Are Forever,0.7,1
MUNA,I Know A Place,0.19,1
Mac DeMarco,Chamber Of Reflection,0.22,1
Mac Miller,2009,5.8,1
Mac Miller,Back In The Day,0.02,1
Mac Miller,Blue World,3.49,1
Mac Miller,Cold Feet,0.07,1
Mac Miller,Congratulations (feat. Bilal),0.35,1
Mac Miller,Face In The Crowd,0.17,1
Mac Miller,Family First,0.01,1
Mac Miller,Good Evening,4.05,1
Mac Miller,Good News,0.09,1
Mac Miller,"I Love Life, Thank You",0.05,1
Mac Miller,I'm Not Real,3.39,1
Mac Miller,Love Lost,0.08,1
Mac Miller,"Mad Flava, Heavy Flow (Interlude)",0.45,1
Mac Miller,Nikes On My Feet,0.02,1
Mac Miller,Objects in the Mirror,0.02,1
Mac Miller,Paper Route,0.34,1
Mac Miller,Poppy,0.05,1
Mac Miller,Ride Around,2.41,1
Mac Miller,Self Care,0.74,1
Mac Miller,Senior Skip Day,2.93,1
Mac Miller,Small Worlds,0.43,1
Mac Miller,Weekend (feat. Miguel),0.21,1
Machine Gun Kelly,Alpha Omega,1.39,1
Machine Gun Kelly,last november,0.02,1
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),0.09,1
Madeline,Relief,2.99,1
Madeline Kenney,Sucker,4.72,1
Madeline The Person,MEAN!,0.01,1
Madi Sipes & The Painted Blue,Sex & Sadness,4.13,1
Madvillain,Accordion,0.16,1
Madvillain,Fancy Clown,1.93,1
Madvillain,Figaro,1.3,1
Madvillain,Rainbows,0.45,1
Mae,Summertime,0.04,1
Magdalena Bay,Venice,2.5,1
Maggie Rogers,Celadon & Gold,3.19,1
Maggie Rogers,Different Kind of World,2.76,1
Maggie Rogers,Honey,2.79,1
Maggie Rogers,Little Joys,3.92,1
Maggie Rogers,On The Page,0.71,1
Maggie Rogers,One More Afternoon,0.57,1
Maggie Rogers,Shatter,3.68,1
Maggie Rogers,Steady Now,0.78,1
Maggie Rogers,Symphony,2.95,1
